,Rating,Total_Reviews,SME_Data,Distance,Check_Web,Check_Telepon,Label
1217,4.2,172,1,0.7159270590175234,0,1,1
1218,4.4,171,1,0.5540038593684546,0,1,1
1219,4.6,171,1,0.5906398682729206,0,1,1
1220,4.7,171,2,2.269327815852168,1,1,2
1221,4.5,169,2,0.7395031993609154,1,1,2
1222,4.3,169,0,0.9779677637397248,0,0,0
1223,4.5,168,0,0.09691484469904202,0,0,0
1224,4.3,168,1,0.14649922539205296,0,1,1
1225,4.2,168,0,0.19697501961366595,0,1,1
1226,4.4,168,2,0.3241140650457644,1,1,2
1227,4.2,168,2,0.4039197737604045,1,1,2
1228,4.6,168,2,0.5567488113116652,1,1,2
1229,4.6,168,2,1.0511388169413816,1,1,2
1230,4.4,167,1,0.3670148229521766,0,1,1
1231,4.2,167,1,0.8818215105783702,0,1,1
1232,4.5,167,2,0.9966547215040826,1,1,2
1233,4.1,167,1,1.3711175399002165,1,0,2
1234,4.4,166,1,0.523478827520348,0,1,1
1235,4.4,166,0,1.2044551114799031,0,0,0
1236,4.0,166,0,8.226101974135034,0,1,1
1237,4.2,164,2,0.39245657451729615,1,1,2
1238,4.5,164,1,0.48071300636602465,0,1,1
1239,4.7,164,1,1.2306448504945695,0,1,1
1240,4.5,163,2,0.4274467339547636,1,1,2
1241,4.4,163,2,0.5624264916228777,1,1,2
1242,4.4,162,1,0.25205592290824785,0,1,1
1243,4.3,162,1,0.40655949218863197,0,1,1
1244,4.3,161,1,0.25947979921093467,0,1,1
1245,4.5,161,2,0.26492587954629654,1,1,2
1246,4.1,161,0,0.44336664335231,0,0,0
1247,4.6,161,2,0.45720577321414013,1,1,2
1248,4.5,161,2,0.7226707674695579,1,1,2
1249,4.3,160,0,0.4863057299354287,0,0,0
1250,4.5,160,1,0.5666711978476424,0,1,1
1251,4.4,159,0,0.16509161641404246,0,1,1
1252,4.7,159,2,0.3997570930449894,1,1,2
1253,4.7,159,2,0.45323100119187565,1,1,2
1254,4.4,159,2,0.8487715199521253,1,1,2
1255,4.5,158,1,0.728708492860913,0,1,1
1256,4.4,157,2,0.10829559510788318,1,1,2
1257,4.7,157,0,0.7199743650843534,0,1,1
1258,4.7,156,2,0.5191966783435616,1,1,2
1259,4.6,156,1,1.3981058378612543,0,1,1
1260,4.0,156,0,1.707390175781166,0,0,0
1261,4.2,156,2,4.252663659134323,1,1,2
1262,4.5,155,1,0.28554971548643454,0,1,1
1263,4.5,155,1,0.39621701450241203,0,1,1
1264,4.5,154,0,0.4594556731367253,0,0,0
1265,4.0,153,0,0.3909309365064718,0,0,0
1266,4.5,153,2,3.463607158286616,1,1,2
1267,4.2,152,0,0.4119599086369408,0,1,1
1268,4.4,152,1,0.6694375225048708,0,1,1
1269,4.4,151,1,0.6646747745257068,0,1,1
1270,4.5,151,2,0.6834615869940002,1,1,2
1271,4.3,151,1,1.6841685049038935,0,1,1
1272,4.7,151,2,2.1521522161292745,1,1,2
1273,4.4,150,1,0.3621672612472776,0,1,1
1274,4.4,150,1,0.8085354391638407,1,0,2
1275,4.0,150,0,2.015804678736312,0,0,0
1276,4.9,149,2,0.04413672124390687,1,1,2
1277,4.5,149,1,0.4148101474945351,0,1,1
1278,4.3,149,1,0.4758258429097217,0,1,1
1279,4.3,149,1,0.681349690970058,0,1,1
1280,4.6,149,1,0.942548804742128,0,1,1
1281,4.6,148,0,0.277464509948666,0,0,0
1282,4.7,148,2,0.3207490350577896,1,1,2
1283,4.2,148,2,0.3342294530349335,1,1,2
1284,4.3,147,0,0.31166810692950636,0,0,0
1285,4.2,147,1,0.38455827594403225,0,1,1
1286,4.3,147,1,0.4334618671934046,0,1,1
1287,4.3,146,1,0.0806592782347822,0,1,1
1288,4.5,146,2,0.1942010892931837,1,1,2
1289,4.2,146,0,0.9702002705466489,0,0,0
1290,4.2,145,2,0.7777017521631763,1,1,2
1291,4.3,145,0,1.1335232655979182,0,0,0
1292,4.6,144,0,0.15209821346862543,0,0,0
1293,4.4,144,1,0.20425436070582936,0,1,1
1294,3.8,144,2,0.35145103451744697,1,1,2
1295,4.4,144,2,0.6279810530014054,1,1,2
1296,4.2,144,1,0.6759409177930991,0,1,1
1297,4.2,144,1,0.693592531061181,0,1,1
1298,4.5,144,1,1.1823797358017818,0,1,1
1299,4.6,144,1,1.709504264934757,0,1,1
1300,4.4,143,1,0.3191979104203658,0,1,1
1301,4.7,143,1,0.35163262692485775,0,1,1
1302,4.3,143,0,0.4369621789719704,0,1,1
1303,4.6,143,2,0.5069077238311829,1,1,2
1304,4.6,143,2,1.930421938643614,1,1,2
1305,4.0,142,0,0.1594468770685045,0,0,0
1306,4.2,142,2,0.3596861557811006,1,1,2
1307,4.5,142,1,0.7942806052960107,0,1,1
1308,4.1,141,1,0.5627119543161544,0,1,1
1309,4.8,141,0,0.7442972755350441,0,0,0
1310,4.7,140,1,0.3633978712857477,0,1,1
1311,4.7,140,2,0.5446526979859856,1,1,2
1312,4.6,140,2,3.8006736795459792,1,1,2
1313,4.2,140,1,7.351558463716123,0,1,1
1314,4.2,139,0,0.20804952763069057,0,0,0
1315,3.7,139,0,0.5080989559197064,1,1,2
1316,4.6,139,1,0.6614694950302409,0,1,1
1317,4.4,138,1,0.23078619284296614,0,1,1
1318,4.4,138,1,0.4133134202373277,0,1,1
1319,3.8,138,2,1.3039162668824842,1,1,2
1320,4.3,138,1,2.8518614874960466,0,1,1
1321,4.5,137,1,0.22096690695396232,0,1,1
1322,4.5,137,1,0.2367395912055021,0,1,1
1323,4.5,137,1,0.3118577858751118,0,1,1
1324,4.5,136,1,0.13624154701307584,0,1,1
1325,4.1,136,2,0.34091285929487003,1,1,2
1326,4.3,136,2,1.1537085021313613,1,1,2
1327,4.4,135,1,0.13631115982479736,0,1,1
1328,4.1,135,2,0.23176852137671305,1,1,2
1329,4.6,135,0,0.28146861984588867,0,1,1
1330,4.9,135,2,0.3677170170359768,1,1,2
1331,4.4,135,1,0.6056471425996313,0,1,1
1332,4.4,135,1,0.6896253375797221,0,1,1
1333,4.4,134,1,0.18960847292188687,0,1,1
1334,4.3,134,2,0.5048794990562671,1,1,2
1335,4.3,134,2,0.6136111509222975,1,1,2
1336,4.9,134,2,0.7014215657944497,1,1,2
1337,4.1,134,1,1.1786972927864963,0,1,1
1338,4.4,134,0,1.372186391457957,0,1,1
1339,4.0,133,2,0.07175086716214296,1,1,2
1340,4.6,133,1,0.21682306200618146,0,1,1
1341,4.2,133,1,5.327839858659455,0,1,1
1342,4.5,132,1,0.18937527415081987,0,1,1
1343,4.6,132,2,0.28838418072719424,1,1,2
1344,4.2,132,1,0.5422922683336596,0,1,1
1345,4.2,132,2,0.5701817273072194,1,1,2
1346,4.2,132,1,0.8885002923951673,0,1,1
1347,4.6,132,0,1.2214893538768508,0,0,0
1348,4.3,132,1,1.9047588226716177,0,1,1
1349,4.6,132,2,5.923963313455388,1,1,2
1350,3.9,131,2,0.24514483338184084,1,1,2
1351,4.4,131,2,0.5704198577572674,1,1,2
1352,4.4,131,1,0.5826797698205844,1,1,2
1353,4.2,131,1,1.2806450030311582,0,1,1
1354,4.6,130,2,0.2601837339860195,1,1,2
1355,4.4,130,2,0.30519768638922384,1,1,2
1356,4.1,130,2,0.34242883908262756,1,1,2
1357,4.3,130,1,0.3782375637491242,0,1,1
1358,4.3,130,1,0.37949372204890197,0,1,1
1359,4.5,130,2,0.6232036139973198,1,1,2
1360,4.5,130,1,0.845712836788357,0,1,1
1361,3.8,130,1,0.9467027062511013,0,1,1
1362,4.7,129,2,0.2484931170903862,1,1,2
1363,4.5,128,2,0.15840797634544604,1,1,2
1364,4.6,128,2,0.24743455035943704,1,1,2
1365,4.7,128,1,0.6432074355917305,0,1,1
1366,4.6,128,0,0.7416859696953734,0,0,0
1367,4.2,128,1,2.522183251015757,0,1,1
1368,4.6,127,2,0.124801920916642,1,1,2
1369,4.8,127,2,0.13293562690264638,1,1,2
1370,4.5,127,2,0.17230375515634383,1,1,2
1371,4.4,127,0,0.731727673303431,0,1,1
1372,4.6,126,2,0.4269964132561821,1,1,2
1373,4.2,126,1,0.5116724816390071,0,1,1
1374,4.4,126,1,0.5575033150438146,0,1,1
1375,4.4,126,1,1.2865915538098869,1,1,2
1376,2.9,126,1,2.079929266385669,0,1,1
1377,4.2,126,0,4.054982368988043,0,0,0
1378,4.2,126,1,4.149020385213079,0,1,1
1379,4.6,125,0,0.16466810221827602,0,0,0
1380,4.7,125,0,0.2692561916930425,0,0,0
1381,4.2,125,2,0.4177639628295264,1,1,2
1382,4.2,125,0,0.44470983230601796,0,0,0
1383,4.5,125,2,0.49887139346403847,1,1,2
1384,4.2,125,1,0.5847390733733009,0,1,1
1385,4.4,125,2,0.9354161810775175,1,1,2
1386,4.5,124,1,0.32110952350211563,0,1,1
1387,4.5,124,1,0.5838875932579364,0,1,1
1388,4.2,124,1,1.9154037625919085,0,1,1
1389,4.2,123,1,0.26593264492570207,0,1,1
1390,4.6,123,0,0.39436532586629347,0,0,0
1391,4.2,123,0,0.4865227016978535,0,0,0
1392,4.1,123,1,0.6876735354338799,0,1,1
1393,4.6,123,1,0.7061516452290493,0,1,1
1394,4.5,123,1,1.8467148826999595,0,1,1
1395,4.7,122,1,0.09749430495795121,0,1,1
1396,4.3,122,0,0.15752098642700352,0,0,0
1397,4.3,122,1,0.6371393906510712,0,1,1
1398,4.7,122,1,0.8156477926373515,0,1,1
1399,4.5,122,1,0.9316132027060027,0,1,1
1400,4.0,122,1,1.3295315961434615,0,1,1
1401,4.8,121,1,0.4415574686658389,0,1,1
1402,4.2,121,0,1.3817948580118584,0,0,0
1403,4.4,121,2,1.6426027537894938,1,1,2
1404,4.5,121,0,2.291411985751305,0,1,1
1405,4.6,120,2,0.13588171512226233,1,1,2
1406,4.5,120,1,0.3986228408133636,0,1,1
1407,4.6,120,2,0.6297176016163173,1,1,2
1408,4.5,120,2,0.8423999799051324,1,1,2
1409,4.5,120,1,0.9069891973247943,0,1,1
1410,4.4,120,1,1.0855935565091464,0,1,1
1411,3.9,120,0,1.5277728698549142,0,0,0
1412,4.4,119,2,0.034000207275904346,1,1,2
1413,4.2,119,2,0.4493594185254099,1,1,2
1414,4.4,119,2,0.8029198397006206,1,1,2
1415,4.8,119,2,0.9655853424963672,1,1,2
1416,4.9,118,1,0.31969860743143846,0,1,1
1417,4.1,118,2,0.388203145381026,1,1,2
1418,4.2,118,1,0.389679357714909,0,1,1
1419,4.3,118,0,0.5943228883958072,0,1,1
1420,4.6,118,1,1.1195368533758638,0,1,1
1421,4.2,118,0,1.2048953992264293,0,0,0
1422,4.8,118,2,3.3793043626305024,1,1,2
1423,4.5,117,1,0.04728773903758134,0,1,1
1424,4.6,117,0,0.1009061739918006,0,0,0
1425,4.6,117,2,0.21653926794338346,1,1,2
1426,4.4,117,0,0.6569152587690543,0,0,0
1427,4.7,117,1,1.5255481895008176,0,1,1
1428,4.6,116,1,0.6592219940947581,0,1,1
1429,4.2,115,2,0.44759661418583396,1,1,2
1430,4.9,115,1,0.4741618936080402,0,1,1
1431,4.5,115,1,0.4881444826964533,0,1,1
1432,4.4,115,1,0.650905033586251,0,1,1
1433,4.7,114,2,0.3501156452411145,1,1,2
1434,4.5,114,1,0.4152308030918017,0,1,1
1435,4.4,114,1,0.923571168164819,0,1,1
1436,4.4,114,1,2.3284959936214324,0,1,1
1437,4.6,113,2,0.2476117133354636,1,1,2
1438,4.7,113,1,0.4124206205102612,0,1,1
1439,3.8,113,0,0.5010730326061947,0,0,0
1440,4.4,113,1,0.5927177011669007,0,1,1
1441,4.3,113,0,8.051128158354864,0,0,0
1442,4.5,112,1,0.19980869951150576,0,1,1
1443,4.5,112,0,0.4807923773824835,0,0,0
1444,4.5,112,1,0.5457070388160136,0,1,1
1445,4.7,112,1,1.3532298886189265,0,1,1
1446,4.1,112,0,10.768378824004348,0,0,0
1447,4.2,111,0,0.1255046143562342,0,0,0
1448,4.2,111,0,0.2893587380433876,0,0,0
1449,4.6,111,2,1.1176278791087375,1,1,2
1450,4.2,111,1,3.5059345360871763,0,1,1
1451,4.5,110,1,0.08648244578765273,0,1,1
1452,4.2,110,2,0.34089477211692026,1,1,2
1453,4.4,110,1,0.3477657967418236,0,1,1
1454,4.4,110,1,0.5360353910281116,1,0,2
1455,4.0,110,2,0.6049512386298446,1,1,2
1456,4.4,110,0,0.6708180496185357,0,0,0
1457,4.6,110,2,0.7129068064855011,1,1,2
1458,4.2,110,2,0.9376998495186883,1,1,2
1459,4.4,109,2,0.16521218704738483,1,1,2
1460,4.4,109,2,0.3023166938817189,1,1,2
1461,4.5,109,1,0.42770962202697704,0,1,1
1462,4.4,109,0,0.610808930470868,0,0,0
1463,4.3,109,2,0.7630799244463686,1,1,2
1464,4.6,109,2,1.425693021774126,1,1,2
1465,4.3,109,1,1.4567013323864884,0,1,1
1466,4.2,108,1,0.40211645637025817,0,1,1
1467,4.6,108,1,0.41414058538359066,0,1,1
1468,4.3,108,2,1.3659891242496607,1,1,2
1469,4.6,108,2,1.4828967082598603,1,1,2
1470,4.4,108,1,1.9653122253187179,0,1,1
1471,4.5,107,2,0.32821656798769655,1,1,2
1472,4.1,107,0,0.49832502914978627,0,0,0
1473,4.6,107,2,0.549584526560632,1,1,2
1474,4.5,107,2,0.6345574660212405,1,1,2
1475,4.5,107,2,0.9014152192283263,1,1,2
1476,4.5,106,2,0.08374856306333478,1,1,2
1477,4.4,106,2,0.16760985316915883,1,1,2
1478,4.4,106,1,0.2711718686641865,0,1,1
1479,4.6,106,1,0.4310714363105751,0,1,1
1480,4.5,106,2,0.4396086080494613,1,1,2
1481,4.4,106,1,0.7487546895972945,0,1,1
1482,4.4,105,1,0.7497998537926206,0,1,1
1483,4.0,105,1,1.0760442200615254,0,1,1
1484,4.1,104,1,0.4759757810510271,0,1,1
1485,4.4,104,0,0.5597678046011664,0,0,0
1486,4.3,104,1,0.569526070798728,0,1,1
1487,4.7,104,2,0.7512013530018891,1,1,2
1488,4.4,104,0,1.1096478344926644,0,1,1
1489,4.5,103,0,0.2605624729060914,0,0,0
1490,3.9,103,2,0.3449059359324399,1,1,2
1491,4.6,103,1,0.3509382069862182,0,1,1
1492,4.8,103,2,0.4694438954158804,1,1,2
1493,4.2,103,0,2.529720571999083,0,1,1
1494,4.6,102,2,0.19413495167652534,1,1,2
1495,4.7,102,0,0.340789026974145,0,0,0
1496,4.4,102,1,0.4319842529168991,0,1,1
1497,4.8,102,1,0.4571278361696014,0,1,1
1498,4.3,102,1,0.6781728261903702,1,0,2
1499,4.5,102,2,1.0188281224419249,1,1,2
1500,4.5,101,1,0.0899607236326414,0,1,1
1501,4.3,101,2,0.5348109176810608,1,1,2
1502,4.3,101,2,1.0847281883516693,1,1,2
1503,4.2,101,0,1.2259370419585975,0,1,1
1504,4.8,101,1,1.4098990655573973,0,1,1
1505,4.2,100,1,0.9503758123582842,0,1,1
1506,3.9,100,0,1.2867342610042294,0,0,0
1507,4.8,100,2,1.3327714060585858,1,1,2
1508,4.2,100,1,2.357262952595077,0,1,1
1509,4.6,99,2,0.4047546987529041,1,1,2
1510,4.3,99,1,0.6856268245626449,0,1,1
1511,4.4,98,1,0.4345446802319931,0,1,1
1512,4.6,98,1,0.4372489172277107,0,1,1
1513,4.5,98,0,0.5644411019109091,0,1,1
1514,4.3,98,1,1.008342204137765,0,1,1
1515,4.7,98,0,1.127261602282778,0,1,1
1516,4.7,98,0,1.1529341376662527,0,0,0
1517,4.8,98,1,1.2323831075078233,0,1,1
1518,4.1,97,0,0.24990964456714218,0,1,1
1519,4.2,97,1,0.340395438036652,0,1,1
1520,4.1,97,2,0.5374167169283145,1,1,2
1521,4.6,97,1,0.704655532894552,0,1,1
1522,4.7,97,2,0.716521114193703,1,1,2
1523,4.6,96,2,0.10331782510796471,1,1,2
1524,4.5,96,1,0.11002567164822988,0,1,1
1525,4.3,96,0,0.30979359099164827,0,0,0
1526,4.3,95,1,0.15012595617557933,0,1,1
1527,4.6,95,2,0.4221868117293981,1,1,2
1528,4.4,95,1,0.47919934943202624,0,1,1
1529,4.5,95,1,0.4911795535578785,0,1,1
1530,4.4,95,1,0.5448061159068806,0,1,1
1531,3.9,95,1,0.7345929395450126,0,1,1
1532,4.3,95,2,2.225180425981183,1,1,2
1533,4.6,94,1,0.16895349963360187,0,1,1
1534,4.7,94,2,0.3203335899640812,1,1,2
1535,4.5,94,1,0.7180922479885791,0,1,1
1536,4.4,94,2,1.1939144784910412,1,1,2
1537,4.6,94,0,1.6415264760780335,0,0,0
1538,4.1,94,1,2.3775211684307385,0,1,1
1539,4.3,93,1,0.13428819069611275,0,1,1
1540,4.5,93,1,0.3466456886336795,0,1,1
1541,4.0,93,0,0.4839645252815911,0,1,0
1542,4.2,93,2,0.5972926749507338,1,1,2
1543,4.6,93,1,0.8832966300692411,0,1,1
1544,4.3,93,0,1.0305138818210953,0,0,0
1545,4.6,93,1,1.48592078596315,0,1,1
1546,4.4,93,1,7.594760175855541,0,1,1
1547,4.3,92,0,0.23106941962642905,0,0,0
1548,4.5,92,1,0.23474829268490313,0,1,1
1549,4.5,92,1,0.8018997197299698,0,1,1
1550,4.3,92,1,1.174863481694051,0,1,1
1551,4.2,91,1,0.11233135082579525,0,1,1
1552,4.1,91,1,0.45888115169927024,0,1,1
1553,4.4,91,1,0.4775693281737686,0,1,1
1554,4.2,91,1,0.9053778319814682,0,1,1
1555,4.3,91,1,0.9488911638429043,0,1,1
1556,4.4,91,2,0.9497834501358636,1,1,2
1557,4.2,90,0,0.38689438322486375,0,0,0
1558,4.1,90,2,0.492746419787144,1,1,2
1559,4.7,90,0,0.5245483022064328,0,0,0
1560,4.8,90,2,1.114813594851845,1,1,2
1561,4.3,90,1,1.7463231759207793,0,1,1
1562,4.4,90,2,1.8255363729873435,1,1,2
1563,3.8,89,1,0.18339056592087463,0,1,1
1564,4.3,89,1,0.28598488863029214,0,1,1
1565,4.3,89,1,0.4238647879420937,0,1,1
1566,4.3,89,2,0.48590286929520116,1,1,2
1567,4.2,89,2,0.5518854420479079,1,1,2
1568,4.4,89,1,0.9786790948482937,0,1,1
1569,4.5,89,1,1.0820759519277514,0,1,1
1570,4.5,88,1,0.09820977812560852,0,1,1
1571,4.6,88,2,0.23289693395848546,1,1,2
1572,4.7,88,1,0.3491910107340157,0,1,1
1573,4.6,88,1,0.8578979837907792,0,1,1
1574,4.5,88,1,0.8847093550907559,0,1,1
1575,4.7,88,1,2.098766530558792,1,0,2
1576,4.7,88,2,5.182830818166841,1,1,2
1577,4.4,87,2,0.17815746617723324,1,1,2
1578,4.3,87,0,0.18532852070230374,0,0,0
1579,4.5,87,2,0.33765200980228643,1,1,2
1580,4.8,87,2,0.4093198443832149,1,1,2
1581,4.0,87,2,0.43851460797240155,1,1,2
1582,4.7,86,2,0.23756791318208464,1,1,2
1583,4.5,86,0,0.30421379771291274,0,0,0
1584,4.2,86,0,0.34494274764558713,0,1,1
1585,4.1,86,1,0.40437878625069024,0,1,1
1586,4.1,86,1,0.412467248258683,0,1,1
1587,4.4,86,0,0.652493747080958,0,0,0
1588,4.6,86,0,0.7115987911584382,0,0,0
1589,4.5,86,0,1.0839649553727797,0,0,0
1590,4.7,85,1,0.3879143799480083,0,1,1
1591,4.7,85,2,0.5185314977649567,1,1,2
1592,4.4,85,1,0.7191612780578909,0,1,1
1593,4.2,85,1,0.8461211908511358,0,1,1
1594,4.3,85,1,1.1446738798437406,0,1,1
1595,4.4,85,2,1.4393277575458765,1,1,2
1596,4.1,85,1,1.6466530899804626,0,1,1
1597,4.4,85,0,1.7676337959182438,0,0,0
1598,4.6,85,2,6.363258349643036,1,1,2
1599,4.4,84,0,0.3530450059163941,0,0,0
1600,4.4,84,0,0.4677490369732925,0,1,1
1601,4.8,84,2,0.9137602161363745,1,1,2
1602,4.3,84,1,1.1670576821432013,1,0,2
1603,4.4,84,0,1.942643394975494,0,0,0
1604,4.5,83,1,0.17235502420218524,0,1,1
1605,4.4,83,2,0.1851029780946836,1,1,2
1606,4.2,83,0,0.2194241304246997,0,0,0
1607,4.1,83,1,0.28140730005429143,0,1,1
1608,4.3,83,1,0.41749872597005144,0,1,1
1609,4.5,83,2,0.42577184774002375,1,1,2
1610,4.5,83,2,0.462585953984831,1,1,2
1611,4.4,83,1,0.4662088734413453,0,1,1
1612,4.4,83,2,0.5885671923631736,1,1,2
1613,4.4,83,0,0.8261702887936352,0,0,0
1614,4.4,83,1,1.3383954305053982,0,1,1
1615,4.5,83,1,1.8784063759757494,0,1,1
1616,4.4,82,0,0.06598027732010073,0,0,0
1617,4.4,82,0,0.14425878352013788,0,0,0
1618,4.4,82,0,0.30903316053279745,0,0,0
1619,4.5,82,1,0.650667078676844,0,1,1
1620,4.5,82,1,0.7596669538111852,0,1,1
1621,4.1,82,1,1.3345649312489611,0,1,1
1622,4.4,82,0,1.6765457783014166,0,1,0
1623,4.7,82,0,7.982088210706441,0,1,1
1624,4.5,81,1,0.4021022829764152,0,1,1
1625,4.7,81,1,0.5726573051751391,0,1,1
1626,3.9,81,1,0.6145925479329611,0,1,1
1627,4.4,81,0,0.8480982153167946,0,1,0
1628,4.4,81,1,1.8407617328324817,0,1,1
1629,4.7,80,1,0.1983744025324719,0,1,1
1630,4.6,80,1,0.23489464870760685,0,1,1
1631,4.6,80,1,0.4468168469323324,0,1,1
1632,4.1,80,2,0.5758494312442088,1,1,2
1633,4.6,80,2,0.6555901653869327,1,1,2
1634,4.3,80,1,0.838883789132004,0,1,1
1635,4.4,80,2,0.8625414023110805,1,1,2
1636,1.9,79,1,0.43374811475960207,1,1,1
1637,4.2,79,1,0.5434118137649909,0,1,1
1638,4.4,79,1,0.7435828182704957,0,1,1
1639,4.5,78,0,0.33309097245410785,0,0,0
1640,4.2,78,0,0.5434830521463748,0,0,0
1641,4.5,78,2,0.5735984023006271,1,1,2
1642,4.0,78,1,1.0400109135435,0,1,1
1643,4.5,78,0,1.9793970004370687,0,0,0
1644,4.2,77,2,0.37978254631536323,1,1,2
1645,4.2,77,1,0.6786066579123274,0,1,1
1646,4.6,77,2,0.800721417385049,1,1,2
1647,4.3,76,2,0.25379223386549077,1,1,2
1648,4.5,76,0,0.3950721651744083,0,1,1
1649,4.6,76,0,0.48759991952556964,0,1,1
1650,4.5,76,2,0.4909575701457176,1,1,2
1651,4.3,76,2,0.5144006929093184,1,1,2
1652,4.4,76,1,0.6372302899625919,0,1,1
1653,4.6,76,2,1.4019511601919066,1,1,2
1654,4.0,76,0,2.172133104445796,0,0,0
1655,4.5,76,1,6.942586399889155,0,1,1
1656,4.4,75,1,0.1921977654332594,0,1,1
1657,4.6,75,1,0.2409938107754319,0,1,1
1658,4.5,75,0,0.3395621292328609,0,1,1
1659,4.5,75,1,0.3432299492772936,0,1,1
1660,4.6,75,0,0.3617100787249377,0,0,0
1661,4.6,75,1,0.43742003414677244,0,1,1
1662,4.5,75,0,0.6434686917854526,0,0,0
1663,4.4,75,2,1.1276360150695557,1,1,2
1664,4.8,75,1,4.626997353429977,0,1,1
1665,4.5,74,2,0.2570766369774392,1,1,2
1666,4.1,74,0,0.40633302198594623,0,0,0
1667,4.3,74,0,0.4442270636802657,0,1,1
1668,4.6,74,0,0.766827194346567,0,1,1
1669,4.6,74,1,1.1292857498542028,0,1,1
1670,4.4,74,2,3.978683621349579,1,1,2
1671,4.5,73,0,0.2675993840729468,0,0,0
1672,4.6,73,1,0.31173650028202576,0,1,1
1673,4.4,73,1,0.34836828966174405,0,1,1
1674,3.7,73,2,0.535074919215041,1,1,2
1675,4.4,73,0,0.6715624196895473,0,0,0
1676,4.7,73,2,4.336286828013938,1,1,2
1677,4.8,72,1,0.30982415137217595,0,1,1
1678,4.2,72,0,0.47216906858349145,0,0,0
1679,3.9,72,1,0.5557026253478411,0,1,1
1680,4.5,72,1,0.5610657172603324,0,1,1
1681,4.6,72,2,1.3299071294507507,1,1,2
1682,4.5,71,1,0.04412670218134751,0,1,1
1683,4.0,71,2,0.3900915154442405,1,1,2
1684,4.4,71,1,0.4413029384833987,0,1,1
1685,4.5,71,1,0.5676102793102661,0,1,1
1686,4.5,71,1,0.5831745139663356,0,1,1
1687,4.4,71,2,0.702766011162817,1,1,2
1688,4.5,71,2,0.7070978232432754,1,1,2
1689,4.4,71,1,1.0965153964217698,0,1,1
1690,4.3,71,0,1.527897562559068,0,1,1
1691,4.4,71,2,2.255383177008392,1,1,2
1692,4.5,70,2,0.24869987480334452,1,1,2
1693,4.4,70,2,0.280683392855414,1,1,2
1694,4.5,70,1,0.3771960729247051,1,0,1
1695,4.4,70,1,0.5015264216844555,0,1,1
1696,5.0,70,2,0.5022850282417644,1,1,2
1697,4.4,69,1,0.052305026285032016,0,1,1
1698,4.1,69,0,0.11753413556132314,0,0,0
1699,4.1,69,2,0.16402852247330177,1,1,2
1700,4.4,69,2,0.18232597828336264,1,1,2
1701,4.8,69,1,0.3105269821332455,0,1,1
1702,4.0,69,2,0.34106380326583075,1,1,2
1703,4.4,69,2,0.3570941048339553,1,1,2
1704,3.9,69,1,0.36120118311734767,1,0,1
1705,4.5,69,1,0.3895597491341477,0,1,1
1706,4.1,69,0,0.46797547221726066,0,1,0
1707,4.5,69,1,1.075594596975698,0,1,1
1708,4.3,68,0,0.16606706070850308,0,0,0
1709,4.6,68,0,0.18364934391393864,0,0,0
1710,4.1,68,1,0.2802838526565299,0,1,1
1711,4.7,68,2,0.4398088716881753,1,1,2
1712,4.3,68,2,0.48497735080330145,1,1,2
1713,4.6,68,2,0.5025868461514891,1,1,2
1714,4.2,68,2,0.5657045797430162,1,1,2
1715,3.7,68,2,0.6425246607994597,1,1,2
1716,4.6,67,2,0.1133195095294294,1,1,2
1717,4.4,67,0,0.19271135387479524,0,0,0
1718,4.7,67,0,0.20368641474569577,0,0,0
1719,4.2,67,1,0.38435765379260806,0,1,1
1720,4.5,67,1,0.45993126838746706,0,1,1
1721,4.7,67,0,0.5202618875124891,1,1,2
1722,4.4,67,1,0.6065238149294042,0,1,1
1723,4.2,67,0,0.6173196382538718,0,0,0
1724,4.6,67,1,0.6840582976589304,0,1,1
1725,4.2,67,2,0.8458107993393731,1,1,2
1726,4.4,67,2,1.7648452555945198,1,1,2
1727,4.8,66,2,0.27241025930339285,1,1,2
1728,4.5,66,2,0.3827853007048757,1,1,2
1729,4.8,66,0,0.38864373959239756,0,0,0
1730,4.3,66,0,0.41690998568785576,0,0,0
1731,4.6,66,2,0.6360836284585135,1,1,2
1732,4.3,66,0,0.6752611821539909,0,1,1
1733,4.5,66,1,0.8441919282901618,0,1,1
1734,4.7,66,1,1.0365806734528562,0,1,1
1735,4.7,66,1,3.493604734097703,0,1,1
1736,4.5,66,2,3.853092319040775,1,1,2
1737,4.5,65,0,0.19913536000167031,0,1,1
1738,4.3,65,1,0.23185585705351353,0,1,1
1739,4.4,65,0,0.27709976603374087,0,1,1
1740,4.4,65,2,0.44840425050556676,1,1,2
1741,4.3,65,1,0.5965465517235704,1,0,1
1742,4.2,65,2,0.6244086231531456,1,1,2
1743,4.7,65,1,1.2667307853979184,0,1,1
1744,3.5,65,1,2.9009018881306377,0,1,1
1745,4.0,64,2,0.2620107926651767,1,1,2
1746,4.5,64,0,0.31536004995458966,0,0,0
1747,4.2,64,1,0.4342731616469747,0,1,1
1748,4.6,64,0,0.43524998819567573,0,0,0
1749,4.6,64,1,0.5005328100301167,0,1,1
1750,4.3,64,0,0.5849287948679679,1,1,2
1751,4.5,64,2,0.7065772845350837,1,1,2
1752,4.6,64,2,0.7338606681620338,1,1,2
1753,4.2,64,1,0.8230416802918537,0,1,1
1754,4.3,64,0,1.0206437954919458,0,0,0
1755,4.7,64,0,1.08915623037751,0,1,1
